id,neighbourhood,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,host_since,host_is_superhost,bathrooms,bedrooms,beds,bed_type,cleaning_fee,guests_included,extra_people,maximum_nights,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,price
10757,Versalles,Entire home/apt,1,5,12/15/19,0.43,1,85,9/25/16,f,1,2,3,Real Bed,780,1,500,15,t,f,strict_14_with_grace_period,f,f,2
11743,Palermo,Entire home/apt,2,10,6/3/20,1.04,2,360,5/30/14,t,1,1,2,Real Bed,350,2,350,1125,t,f,flexible,f,f,2
4775,Recoleta,Entire home/apt,2,73,2/7/20,2.22,12,364,7/8/16,f,2,2,5,Real Bed,5928,3,697,1125,f,f,strict_14_with_grace_period,f,f,4
13200,Monserrat,Private room,1,11,3/12/20,2,1,37,12/29/19,f,2.5,1,2,Real Bed,0,1,349,1125,t,f,flexible,f,f,1
8416,Vélez Sársfield,Entire home/apt,2,2,3/2/19,0.12,1,360,12/25/17,f,1,1,2,Real Bed,700,1,0,30,f,f,flexible,f,f,2
12307,Palermo,Entire home/apt,2,4,1/19/20,0.55,1,159,10/20/19,f,1,0,1,Real Bed,1048,1,0,1125,f,f,flexible,f,f,2
11362,Palermo,Entire home/apt,3,8,3/15/20,0.78,1,58,5/24/19,t,1,1,1,Real Bed,1395,1,0,6,f,f,flexible,f,f,2
341,Palermo,Private room,3,53,9/19/17,0.6,7,144,8/26/12,t,6,6,9,Real Bed,3492,12,1048,60,f,f,strict_14_with_grace_period,t,f,4
10781,Balvanera,Entire home/apt,7,4,2/29/20,0.47,2,84,12/20/14,f,1.5,5,9,Real Bed,1749,1,0,1125,f,f,flexible,f,f,4
3747,Recoleta,Entire home/apt,1,1,3/18/17,0.03,1,89,12/31/16,f,1,2,2,Real Bed,1744,1,0,1125,f,f,flexible,f,f,4
9663,Retiro,Entire home/apt,1,33,3/10/20,2.71,1,362,5/12/18,t,1,1,2,Real Bed,1052,1,0,1125,t,f,moderate,f,f,3
2437,Monserrat,Entire home/apt,1,181,3/16/20,3.47,1,186,12/15/15,t,1,1,3,Real Bed,701,1,0,1125,f,f,flexible,f,f,1
13629,Palermo,Entire home/apt,2,1,2/15/20,0.23,1,365,2/15/17,f,1,1,1,Real Bed,837,1,0,1125,f,f,flexible,f,f,2
10233,Chacarita,Private room,7,1,4/4/20,0.36,4,177,11/6/11,t,1,1,1,Real Bed,701,1,0,60,f,f,strict_14_with_grace_period,f,f,1
7236,San Nicolás,Entire home/apt,3,25,3/27/20,2.17,1,173,5/30/18,t,1,1,3,Real Bed,700,1,0,20,t,f,moderate,f,f,1
3816,Flores,Private room,55,1,2/18/17,0.02,1,173,1/22/17,f,1,1,2,Real Bed,560,1,0,58,t,f,flexible,f,f,1
5119,Recoleta,Entire home/apt,2,4,11/19/18,0.13,1,88,2/11/16,f,1,1,1,Real Bed,697,1,0,14,f,f,moderate,f,f,4
12558,San Nicolás,Entire home/apt,2,3,2/10/20,0.54,1,357,11/10/19,f,1,1,3,Real Bed,488,3,349,60,f,f,strict_14_with_grace_period,f,f,4
7700,Puerto Madero,Entire home/apt,3,18,3/18/20,0.98,5,0,5/23/14,t,1,1,1,Real Bed,2015,1,0,60,t,f,flexible,f,f,2
8439,Balvanera,Entire home/apt,2,26,3/22/20,1.46,1,0,12/26/18,f,1,0,0,Real Bed,300,1,0,31,t,f,flexible,f,f,1
10381,Palermo,Entire home/apt,3,13,1/9/20,0.99,17,264,2/5/19,t,1,0,2,Real Bed,2095,1,0,90,t,f,moderate,f,f,3
4886,Recoleta,Entire home/apt,2,40,12/23/19,1.23,2,87,7/30/17,f,1,1,1,Real Bed,2000,2,500,15,f,f,strict_14_with_grace_period,f,f,1
9960,Belgrano,Entire home/apt,2,14,3/17/20,1.27,1,174,8/28/18,f,1.5,0,1,Real Bed,1048,1,0,15,f,f,moderate,f,f,2
10135,Monserrat,Entire home/apt,7,3,4/30/20,0.23,3,175,10/30/15,t,1,1,1,Real Bed,1399,1,350,180,t,f,moderate,f,f,3
7601,Palermo,Entire home/apt,5,1,11/19/18,0.05,2,0,10/22/18,f,1,1,1,Real Bed,1744,2,1744,1125,t,f,flexible,f,f,2
1707,Palermo,Entire home/apt,7,11,3/15/18,0.17,1,0,3/8/15,f,1,1,1,Real Bed,500,1,200,1125,f,f,flexible,f,f,1
9581,San Telmo,Entire home/apt,2,11,5/31/20,1,1,7,3/23/19,t,1,2,2,Real Bed,1100,3,322,30,t,f,strict_14_with_grace_period,f,f,1
6503,San Nicolás,Entire home/apt,3,3,3/31/20,0.4,58,362,6/10/12,f,1,1,1,Real Bed,2103,1,0,1125,t,f,flexible,f,f,4
10184,Recoleta,Entire home/apt,2,17,3/21/20,1.28,2,179,8/8/16,t,1,0,1,Real Bed,1255,1,0,62,f,f,flexible,f,f,2
2522,Balvanera,Entire home/apt,1,146,3/13/20,2.89,1,347,6/4/14,t,1,1,2,Real Bed,1399,2,1399,1125,f,f,flexible,f,f,2
194,Palermo,Entire home/apt,3,15,12/23/17,0.15,1,359,1/2/12,f,1,0,3,Real Bed,3492,1,0,365,f,f,moderate,t,t,4
2798,Palermo,Entire home/apt,2,91,3/16/20,2.14,1,365,4/12/10,f,1,0,1,Real Bed,1744,1,0,180,t,f,strict_14_with_grace_period,t,f,2
12013,San Telmo,Private room,1,1,1/5/20,0.17,7,360,1/9/10,f,1,1,1,Real Bed,700,1,0,99,t,f,moderate,f,f,2
4813,Palermo,Entire home/apt,2,4,12/30/18,0.13,2,356,1/26/17,f,1,2,3,Real Bed,0,1,1325,1125,f,f,moderate,f,f,3
13551,Almagro,Entire home/apt,3,1,3/23/20,0.32,1,174,9/12/13,f,1,2,3,Real Bed,698,3,838,60,f,f,moderate,f,f,2
9230,Palermo,Entire home/apt,2,7,10/15/19,0.44,1,0,6/8/18,f,1,1,1,Real Bed,697,1,1046,33,t,f,moderate,f,f,3
7950,Villa Urquiza,Entire home/apt,2,16,12/16/19,0.88,1,0,2/8/18,f,1,1,3,Real Bed,1116,2,697,1125,f,f,strict_14_with_grace_period,f,f,2
4203,Saavedra,Private room,3,4,1/27/18,0.11,1,0,4/26/17,f,2,2,2,Real Bed,500,1,300,31,f,f,strict_14_with_grace_period,f,f,1
11564,Palermo,Entire home/apt,20,27,4/30/20,3.15,2,266,10/20/16,t,1.5,2,3,Real Bed,2823,1,0,1125,t,f,strict_14_with_grace_period,f,f,4
4847,Almagro,Private room,3,14,8/1/19,0.56,1,139,10/9/17,f,1,1,2,Real Bed,0,1,300,1125,t,f,moderate,f,f,1
9880,Monserrat,Entire home/apt,4,3,1/9/20,0.34,3,10,10/30/15,t,1,1,1,Real Bed,1399,1,350,180,t,f,moderate,f,f,3
8324,Recoleta,Entire home/apt,15,2,2/24/20,0.39,1,364,12/15/15,f,1,0,1,Real Bed,1395,1,349,1125,t,f,flexible,f,f,1
816,Palermo,Entire home/apt,2,23,4/16/20,0.29,6,184,5/30/11,t,1.5,1,2,Real Bed,1397,1,0,1125,t,f,strict_14_with_grace_period,f,f,2
13103,Chacarita,Entire home/apt,1,1,1/1/20,0.17,1,174,3/14/18,f,1,1,1,Real Bed,349,1,0,1125,f,f,flexible,f,f,4
4041,Monserrat,Hotel room,1,7,1/6/19,0.2,15,188,2/8/17,f,1,1,1,Real Bed,698,1,0,1125,t,f,flexible,f,f,2
12630,Palermo,Entire home/apt,10,1,11/29/19,0.15,1,0,8/27/18,f,1,1,1,Real Bed,697,1,349,84,t,f,moderate,f,f,1
6409,Palermo,Entire home/apt,20,43,2/25/20,1.77,1,172,1/5/18,t,1,1,1,Real Bed,1048,1,349,90,t,f,moderate,f,f,1
6697,Recoleta,Entire home/apt,1,37,2/25/20,1.63,1,180,7/30/18,f,1,1,1,Real Bed,1046,1,0,30,t,f,flexible,f,f,2
4784,Chacarita,Entire home/apt,2,69,3/2/20,2.08,1,28,9/27/17,f,1,0,1,Real Bed,300,1,0,90,t,f,moderate,f,f,1
12064,Núñez,Entire home/apt,2,4,2/21/20,0.48,1,85,11/8/15,f,1,0,1,Real Bed,1399,1,0,60,t,f,moderate,f,f,3
11139,Recoleta,Entire home/apt,2,27,2/26/20,2.38,10,365,7/11/19,f,1,1,2,Real Bed,689,1,0,1125,f,f,moderate,f,f,4
2993,Recoleta,Entire home/apt,3,52,1/4/20,1.21,7,354,6/22/15,t,2,3,6,Real Bed,697,5,1046,1125,t,f,strict_14_with_grace_period,f,f,4
2821,Palermo,Entire home/apt,28,1,8/4/18,0.04,1,88,3/15/16,f,1,1,2,Real Bed,1500,1,0,90,f,f,moderate,f,f,1
7824,Monserrat,Entire home/apt,3,21,3/31/20,1.09,1,64,5/8/14,t,1,1,1,Real Bed,750,1,400,100,f,f,strict_14_with_grace_period,f,f,1
7802,Belgrano,Entire home/apt,2,7,3/20/20,0.38,1,165,11/5/18,f,1.5,1,1,Real Bed,698,1,0,62,f,f,moderate,f,f,4
4649,San Nicolás,Entire home/apt,7,4,10/31/18,0.12,3,0,7/20/17,t,1,1,2,Real Bed,1883,1,0,180,t,f,flexible,f,f,2
9555,San Nicolás,Entire home/apt,2,5,11/22/19,0.45,1,86,10/9/14,f,1,0,1,Real Bed,612,1,612,1125,f,f,flexible,f,f,2
7551,Palermo,Entire home/apt,25,3,9/18/19,0.16,6,360,5/23/16,t,1,1,2,Real Bed,770,3,280,138,t,f,moderate,f,f,3
6399,Palermo,Entire home/apt,3,21,3/14/20,1.02,1,364,5/13/18,f,1.5,1,0,Real Bed,2092,3,1744,1125,t,f,strict_14_with_grace_period,f,f,3
10286,Palermo,Entire home/apt,2,14,11/18/19,1.06,2,233,2/2/17,f,1,1,2,Real Bed,1744,2,628,10,f,f,flexible,f,f,2
7031,Retiro,Entire home/apt,3,6,12/31/19,0.29,33,364,1/20/14,t,1,1,3,Real Bed,1046,1,0,1125,f,f,strict_14_with_grace_period,f,f,1
5086,Palermo,Entire home/apt,4,1,2/10/18,0.03,1,86,11/25/17,f,1,1,2,Real Bed,1401,1,0,1125,f,f,flexible,f,f,4
424,Villa Crespo,Entire home/apt,2,217,3/8/20,2.41,5,331,11/22/12,t,3.5,4,9,Real Bed,5238,8,1048,1125,f,f,strict_14_with_grace_period,f,f,4
12991,Recoleta,Entire home/apt,1,1,1/26/20,0.2,1,350,8/8/12,f,1,1,1,Real Bed,1046,2,1046,1125,f,f,strict_14_with_grace_period,f,f,3
7261,Parque Chas,Entire home/apt,2,1,10/26/18,0.05,1,0,5/8/16,f,1,1,2,Real Bed,800,2,514,1125,t,f,flexible,f,f,3
8810,Palermo,Entire home/apt,1,14,3/31/20,0.88,2,83,12/3/17,f,1,1,2,Real Bed,1746,3,349,40,t,f,flexible,f,f,2
6374,Recoleta,Entire home/apt,2,39,3/4/20,1.74,1,90,8/6/16,t,2,2,3,Real Bed,700,1,400,31,t,f,moderate,f,f,2
7639,Villa del Parque,Entire home/apt,2,2,11/21/18,0.1,1,85,3/20/14,f,1,2,3,Real Bed,1190,4,560,1125,f,f,moderate,f,f,2
12045,Almagro,Entire home/apt,2,15,3/16/20,1.72,1,163,9/28/19,f,1,1,1,Real Bed,500,1,0,1125,t,f,flexible,f,f,1
3732,San Nicolás,Private room,7,8,2/1/20,0.33,1,250,12/28/16,t,1,1,1,Real Bed,1744,1,0,120,t,f,moderate,f,f,1
1135,Palermo,Entire home/apt,1,102,1/26/20,1.5,1,343,4/18/14,f,2,2,3,Real Bed,3138,2,697,1125,t,f,strict_14_with_grace_period,f,f,4
3126,Palermo,Entire home/apt,3,2,7/17/16,0.04,3,0,12/7/14,f,2.5,1,0,Real Bed,1744,1,0,1125,f,f,flexible,f,f,3
11828,San Telmo,Entire home/apt,3,5,3/17/20,0.65,8,0,2/20/14,t,1,1,1,Real Bed,2441,1,697,1125,f,f,flexible,f,f,3
4924,Palermo,Entire home/apt,2,166,3/17/20,5.16,4,357,5/5/14,t,1,0,1,Real Bed,1046,1,0,180,t,f,strict_14_with_grace_period,f,f,3
5800,Retiro,Entire home/apt,3,17,12/31/19,0.63,7,180,11/27/15,t,1.5,2,4,Real Bed,4185,3,0,1125,t,f,flexible,f,f,4
3936,Palermo,Entire home/apt,3,94,2/27/20,2.32,3,317,2/12/16,t,1,0,2,Real Bed,1395,1,0,365,t,f,flexible,f,f,2
11572,Colegiales,Entire home/apt,1,6,11/4/19,0.59,1,84,8/22/19,f,1,0,1,Real Bed,0,1,1746,10,f,f,moderate,f,f,1
5315,Núñez,Private room,2,4,7/31/18,0.14,1,360,6/25/17,f,1,1,2,Real Bed,850,1,550,1125,t,f,strict_14_with_grace_period,f,f,1
1357,Recoleta,Entire home/apt,3,10,3/22/20,0.15,24,177,8/5/12,f,1,0,1,Real Bed,2092,1,0,1000,f,f,strict_14_with_grace_period,f,f,1
1506,Palermo,Private room,1,102,10/13/19,1.59,2,174,12/8/14,t,1,1,1,Real Bed,698,1,698,1125,f,f,moderate,f,f,1
11756,Retiro,Entire home/apt,2,24,3/24/20,2.51,22,180,4/23/13,f,1,1,1,Real Bed,1744,1,0,1125,t,f,strict_14_with_grace_period,f,f,2
6771,Balvanera,Private room,1,2,11/20/18,0.09,1,359,8/6/18,f,1,1,1,Real Bed,0,1,0,5,f,f,flexible,f,f,1
259,Almagro,Entire home/apt,28,23,10/23/19,0.24,2,357,4/22/10,t,1,1,2,Real Bed,0,3,0,180,t,f,moderate,f,f,1
1969,Palermo,Entire home/apt,3,17,9/27/19,0.3,2,364,12/26/13,f,1.5,1,2,Real Bed,1500,2,1500,1125,f,f,strict_14_with_grace_period,f,f,3
4405,Palermo,Entire home/apt,7,5,12/25/17,0.15,1,362,4/12/16,f,1,1,1,Real Bed,4185,1,0,120,f,f,flexible,f,f,3
5113,Recoleta,Entire home/apt,7,6,4/1/19,0.21,1,0,11/12/12,f,1.5,1,3,Real Bed,500,1,0,1125,t,f,moderate,f,f,2
13546,Villa Crespo,Entire home/apt,5,5,4/30/20,1.13,1,21,10/21/19,f,1,1,1,Real Bed,748,2,374,1125,f,f,flexible,f,f,1
11052,Recoleta,Entire home/apt,3,5,12/20/19,0.45,1,363,7/10/19,t,1,2,3,Real Bed,1000,1,1800,15,t,f,strict_14_with_grace_period,f,f,2
2704,Palermo,Entire home/apt,3,34,1/30/20,0.71,1,356,3/1/16,t,3.5,4,5,Real Bed,6626,6,3487,1125,f,f,strict_14_with_grace_period,f,f,4
7007,Palermo,Private room,2,41,3/19/20,1.97,1,170,4/12/16,t,2,1,1,Real Bed,0,1,0,15,t,f,flexible,f,f,1
8508,Recoleta,Private room,3,1,1/21/19,0.06,1,361,1/2/19,f,1.5,2,2,Real Bed,1402,2,2103,200,f,f,strict_14_with_grace_period,f,f,1
7392,Villa Crespo,Entire home/apt,1,16,5/21/20,0.78,25,194,9/8/17,t,1,1,2,Real Bed,698,1,0,60,t,f,moderate,f,f,1
11497,Palermo,Entire home/apt,7,1,1/8/20,0.18,30,364,11/4/15,t,1,0,1,Real Bed,2790,2,0,365,f,f,strict_14_with_grace_period,f,f,3
10391,Recoleta,Private room,30,7,7/22/19,0.56,1,159,1/18/16,f,2,1,1,Real Bed,0,1,0,1125,f,f,moderate,f,f,1
11561,Palermo,Entire home/apt,1,4,3/24/20,0.59,28,50,5/26/14,t,1,1,1,Real Bed,3492,1,0,1125,t,f,flexible,f,f,4
6687,Palermo,Entire home/apt,1,22,2/1/20,1,6,351,2/7/18,f,1,0,1,Real Bed,3487,1,0,1125,t,f,moderate,f,f,2
9584,Villa Crespo,Private room,1,1,7/7/19,0.08,1,358,9/26/16,f,1,1,2,Real Bed,0,1,300,1125,t,f,flexible,f,f,1
13592,Belgrano,Entire home/apt,1,3,5/29/20,0.85,9,359,9/9/15,t,1,1,2,Real Bed,978,2,349,1125,f,f,moderate,f,f,1
11701,Belgrano,Entire home/apt,3,3,11/28/19,0.38,1,174,11/28/16,f,1.5,1,2,Real Bed,698,1,0,15,t,f,flexible,f,f,2
11537,Villa General Mitre,Private room,2,1,12/5/19,0.15,1,360,3/28/18,f,3.5,1,2,Real Bed,0,1,350,30,f,f,flexible,f,f,1
10650,Belgrano,Private room,5,18,3/16/20,1.46,1,130,6/1/14,t,1.5,1,2,Real Bed,421,3,0,1125,f,f,strict_14_with_grace_period,f,f,1
10810,Núñez,Entire home/apt,2,8,11/19/19,0.69,3,145,2/5/16,t,1,1,1,Real Bed,1259,1,0,1125,t,f,flexible,f,f,3
5282,Balvanera,Private room,3,4,3/21/20,0.14,6,359,3/31/17,f,1,1,1,Real Bed,0,1,349,1125,t,f,flexible,f,f,1
537,Colegiales,Private room,2,19,2/17/20,0.33,2,359,3/19/13,f,1,1,1,Real Bed,2099,1,0,1125,t,f,moderate,f,f,2
722,Recoleta,Entire home/apt,3,8,2/16/20,0.1,35,320,3/24/13,t,2.5,2,2,Real Bed,2790,1,0,1125,f,f,strict_14_with_grace_period,f,f,4
832,Retiro,Entire home/apt,15,16,7/1/17,0.21,1,363,10/25/13,f,1,1,2,Real Bed,2790,1,0,15,f,f,strict_14_with_grace_period,f,f,3
10827,Belgrano,Entire home/apt,2,17,3/7/20,1.42,2,360,4/29/17,t,1,1,1,Real Bed,1539,1,0,1125,t,f,moderate,f,f,2
11197,Recoleta,Entire home/apt,3,6,3/11/20,0.57,1,8,1/1/19,f,1,0,2,Real Bed,2092,1,0,1125,t,f,strict_14_with_grace_period,f,f,1
3237,San Nicolás,Entire home/apt,1,210,3/17/20,4.46,7,361,9/24/14,t,1,1,1,Real Bed,1052,1,0,1125,t,f,flexible,f,f,3
10126,Palermo,Entire home/apt,3,1,1/3/20,0.18,7,8,4/30/19,t,1,1,1,Real Bed,2092,2,1046,1125,t,f,moderate,f,f,4
8511,Villa Crespo,Entire home/apt,5,23,2/14/20,1.36,2,84,1/29/18,f,1,1,2,Real Bed,349,1,0,45,t,f,moderate,f,f,2
11696,Almagro,Entire home/apt,1,8,3/20/20,0.94,1,170,9/2/19,f,1,1,2,Real Bed,1048,2,349,31,f,f,moderate,f,f,2
8414,Palermo,Entire home/apt,3,36,3/16/20,2.1,2,174,2/18/14,f,2.5,1,3,Real Bed,1886,2,698,1125,f,f,flexible,f,f,4
1845,Retiro,Entire home/apt,1,2,1/27/20,0.28,6,252,5/7/15,t,1,1,1,Real Bed,2790,1,0,1125,f,f,flexible,f,f,2
9643,Chacarita,Entire home/apt,3,5,2/25/20,0.35,12,359,4/4/11,f,1,1,4,Real Bed,1397,1,0,1125,t,f,moderate,f,f,4
4992,Colegiales,Entire home/apt,1,17,3/17/19,0.55,3,175,6/5/13,t,1,1,1,Real Bed,2099,1,350,1125,f,f,strict_14_with_grace_period,f,f,4
9450,Palermo,Entire home/apt,3,6,12/2/19,0.42,72,84,5/23/14,f,1.5,1,4,Real Bed,0,2,698,1125,f,f,flexible,f,f,3
9628,Balvanera,Entire home/apt,1,2,4/27/19,0.14,2,365,10/23/18,f,1,0,1,Real Bed,1969,1,0,1125,t,f,strict_14_with_grace_period,f,f,2
8242,Recoleta,Entire home/apt,2,2,3/25/19,0.11,1,88,3/18/16,f,1,1,1,Real Bed,300,1,0,1125,f,f,flexible,f,f,1
7553,Palermo,Entire home/apt,5,1,3/25/19,0.07,1,359,5/17/15,f,1,1,1,Real Bed,2305,1,0,1125,f,f,flexible,f,f,4
5751,Palermo,Entire home/apt,4,1,1/2/20,0.17,14,256,6/3/14,f,2,2,2,Real Bed,3492,1,0,1125,f,f,moderate,f,f,4
2209,Palermo,Private room,3,21,10/12/17,0.37,1,0,10/8/15,f,1,1,1,Real Bed,420,1,0,6,f,f,moderate,f,f,1
4064,Palermo,Private room,3,31,3/16/20,0.8,2,89,3/28/17,t,2,1,1,Real Bed,418,1,0,31,f,f,moderate,f,f,1
2696,Palermo,Entire home/apt,1,197,3/19/20,3.84,2,202,11/28/14,t,1.5,1,1,Real Bed,2102,1,0,35,f,f,strict_14_with_grace_period,f,f,4
10193,Palermo,Entire home/apt,3,10,12/27/19,0.74,1,228,2/3/19,f,1.5,2,6,Real Bed,1534,4,418,1125,t,f,moderate,f,f,3
3706,Caballito,Shared room,1,9,5/7/18,0.22,1,0,1/17/16,f,1,1,1,Real Bed,87,1,150,30,f,f,flexible,f,f,1
9433,Palermo,Entire home/apt,14,8,2/12/20,0.52,20,315,3/27/12,f,1,1,1,Real Bed,1401,2,0,1125,t,f,strict_14_with_grace_period,f,f,4
1160,San Telmo,Private room,1,1,7/29/14,0.01,5,359,4/24/14,f,1,1,2,Real Bed,0,1,698,14,f,f,flexible,f,f,1
13115,Barracas,Entire home/apt,3,3,1/26/20,0.51,1,0,9/29/15,f,1.5,1,2,Real Bed,1744,1,0,60,f,f,moderate,f,f,4
9928,Recoleta,Entire home/apt,2,5,3/19/20,0.4,1,362,6/3/13,f,1,1,1,Real Bed,701,1,0,180,f,f,moderate,f,f,2
767,Palermo,Entire home/apt,3,45,8/17/19,0.73,1,84,9/12/13,f,1,1,2,Real Bed,2339,2,390,120,t,f,moderate,f,f,1
4085,Recoleta,Entire home/apt,1,3,11/24/19,0.08,85,364,1/21/16,f,1,0,2,Real Bed,0,1,0,1125,f,f,strict_14_with_grace_period,f,f,3
740,Palermo,Entire home/apt,10,1,4/1/19,0.07,3,0,7/7/13,f,2.5,3,3,Real Bed,1395,1,0,1125,t,f,strict_14_with_grace_period,f,f,4
11332,Chacarita,Entire home/apt,3,23,2/15/20,2.2,1,56,8/1/19,t,1,0,1,Real Bed,349,2,488,1125,t,f,flexible,f,f,1
10182,Caballito,Entire home/apt,2,4,10/12/19,0.31,1,175,5/9/17,f,2,2,2,Real Bed,1749,1,0,1125,f,f,moderate,f,f,4
8485,San Nicolás,Entire home/apt,5,15,10/31/19,0.94,1,0,9/18/13,f,1,1,0,Real Bed,650,2,300,31,t,f,flexible,f,f,1
4334,Coghlan,Entire home/apt,6,1,6/15/19,0.08,3,84,9/14/14,f,1,1,1,Real Bed,1399,1,0,40,f,f,strict_14_with_grace_period,f,f,4
4759,Núñez,Entire home/apt,2,91,2/20/20,2.74,6,170,7/1/15,t,1,2,4,Real Bed,1050,4,560,1125,t,f,strict_14_with_grace_period,f,f,4
7572,San Nicolás,Entire home/apt,1,13,11/20/19,0.67,9,295,4/7/17,f,2,2,2,Real Bed,2032,2,1051,1125,t,f,strict_14_with_grace_period,f,f,4
6231,Balvanera,Entire home/apt,2,39,3/2/20,1.56,1,364,5/6/17,f,1.5,3,3,Real Bed,700,1,0,40,f,f,moderate,f,f,2
8647,Caballito,Entire home/apt,1,4,4/2/19,0.24,1,0,1/27/16,f,1,1,2,Real Bed,837,2,488,15,f,f,strict_14_with_grace_period,f,f,2
11956,Villa Pueyrredón,Entire home/apt,1,6,2/1/20,0.75,1,174,9/3/16,f,1,1,1,Real Bed,350,1,0,1125,t,f,moderate,f,f,1
6325,Retiro,Entire home/apt,5,20,2/8/20,0.84,2,19,8/28/13,t,1,0,2,Real Bed,1395,1,0,30,f,f,moderate,f,f,4
6168,Balvanera,Entire home/apt,2,7,9/24/19,0.3,1,0,4/4/17,f,1,1,1,Real Bed,0,3,697,30,t,f,flexible,f,f,2
7711,Villa Crespo,Private room,3,2,12/18/18,0.11,11,360,1/28/16,f,2,1,1,Real Bed,700,1,0,1125,f,f,flexible,f,f,1
5083,Recoleta,Entire home/apt,3,19,3/2/19,0.61,1,364,11/23/17,f,1,1,1,Real Bed,1200,1,0,1125,f,f,strict_14_with_grace_period,f,f,2
7165,Recoleta,Entire home/apt,2,58,2/20/20,2.71,1,176,3/2/17,t,1,1,3,Real Bed,1471,1,0,40,t,f,moderate,f,f,2
2528,Retiro,Entire home/apt,3,125,3/29/20,2.62,1,269,2/18/15,f,1,1,1,Real Bed,2790,1,0,1125,t,f,strict_14_with_grace_period,f,f,2
630,Balvanera,Entire home/apt,5,16,1/22/20,0.28,58,365,6/10/12,f,1,1,2,Real Bed,2092,1,0,1125,t,f,flexible,f,f,2
3041,Recoleta,Entire home/apt,3,3,2/15/18,0.06,33,364,1/20/14,t,1.5,3,4,Real Bed,6974,1,0,1125,f,f,strict_14_with_grace_period,f,f,3
2367,Palermo,Entire home/apt,7,19,3/5/19,0.35,1,264,11/24/15,f,1,0,2,Real Bed,2165,1,908,90,t,f,strict_14_with_grace_period,f,f,3
9956,Recoleta,Entire home/apt,2,2,2/4/20,0.18,1,144,4/16/19,f,1,1,1,Real Bed,600,1,600,15,t,f,moderate,f,f,1
9006,Barracas,Private room,1,2,7/13/19,0.12,6,360,1/3/19,f,1,1,3,Real Bed,0,2,311,40,t,f,moderate,f,f,1
1326,Palermo,Entire home/apt,4,31,4/20/19,0.46,1,362,10/4/13,t,1,0,2,Real Bed,1393,2,1045,1125,f,f,moderate,f,f,3
2967,Puerto Madero,Entire home/apt,3,45,1/19/20,0.92,1,85,1/5/12,f,1,1,1,Real Bed,3149,1,0,1125,f,f,strict_14_with_grace_period,t,t,4
2270,Palermo,Entire home/apt,3,17,4/22/19,0.37,1,174,10/28/15,f,2,3,3,Real Bed,3492,3,1397,1125,f,f,strict_14_with_grace_period,f,f,4
1201,Palermo,Entire home/apt,3,4,4/1/19,0.2,72,177,5/23/14,f,2,2,3,Real Bed,0,1,0,1125,f,f,moderate,f,f,4
5028,Recoleta,Entire home/apt,6,1,12/5/18,0.05,6,364,12/23/15,f,1,0,1,Real Bed,4533,1,0,365,f,f,strict_14_with_grace_period,f,f,4
4042,Floresta,Private room,2,2,6/23/17,0.05,2,85,12/25/12,f,1,1,1,Real Bed,1399,1,700,15,f,f,strict_14_with_grace_period,f,f,2
3028,Balvanera,Private room,1,32,2/5/20,0.65,1,174,6/6/11,f,2,1,2,Real Bed,941,1,470,120,t,f,flexible,f,f,2
10270,Palermo,Entire home/apt,3,6,3/16/20,1.02,4,248,3/14/16,t,1.5,1,1,Real Bed,2441,1,0,1125,t,f,moderate,f,f,4
9491,Palermo,Private room,1,1,7/6/19,0.08,1,362,1/29/19,f,1.5,1,1,Real Bed,351,1,701,1125,t,f,flexible,f,f,1
11741,Villa Crespo,Entire home/apt,1,3,12/15/19,0.38,4,33,9/14/13,t,1,1,3,Real Bed,300,2,700,31,f,f,strict_14_with_grace_period,f,f,1
5391,Palermo,Entire home/apt,2,90,5/3/20,3.22,33,365,12/26/13,f,1,0,1,Real Bed,1674,1,0,16,t,f,strict_14_with_grace_period,f,f,2
12940,Recoleta,Entire home/apt,1,6,5/5/20,0.91,1,356,3/19/17,f,1,1,1,Real Bed,700,1,0,1125,t,f,moderate,f,f,1
5538,Belgrano,Private room,2,5,10/18/18,0.2,3,360,2/25/17,f,1,1,1,Real Bed,0,1,1050,1125,f,f,flexible,f,f,1
6435,Palermo,Entire home/apt,2,8,3/11/19,0.39,1,361,11/13/17,f,1,1,1,Real Bed,0,2,1542,180,t,f,moderate,f,f,3
7907,Palermo,Entire home/apt,3,12,3/12/20,0.8,1,200,9/13/15,t,2,3,4,Real Bed,2441,1,0,1125,f,f,strict_14_with_grace_period,f,f,4
9699,Belgrano,Private room,3,3,9/28/19,0.24,1,85,7/23/17,f,1,1,1,Real Bed,0,1,1190,30,f,f,flexible,f,f,1
9549,Palermo,Entire home/apt,3,5,1/27/20,0.35,5,183,12/19/12,t,2,2,2,Real Bed,2095,1,1048,1125,t,f,moderate,f,f,4
104,Palermo,Entire home/apt,3,9,12/31/12,0.09,2,177,5/30/11,f,1,1,1,Real Bed,2790,2,3487,30,f,f,moderate,t,t,4
1247,Palermo,Entire home/apt,1,1,5/17/15,0.02,1,0,7/2/14,f,2,2,3,Real Bed,1395,1,0,1125,f,f,flexible,f,f,4
857,Recoleta,Entire home/apt,3,68,2/21/20,0.86,1,281,11/11/13,f,1.5,2,2,Real Bed,7164,1,0,365,t,f,flexible,f,f,4
